link;brand;warranty;processor;ram;hardDrive;grapCard;capGrapCard;opSystem;screenSize;price
https://www.ktronix.com/computador-portatil-hp-pavilion-156-pulgadas-eg0500la-intel-core-i5-ram-8gb-disco-ssd-256-gb-plateado/p/196786419003;HP;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 256 GB;;;Windows;15.6 Pulgadas;2.099.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-intel-core-i3-ram-8gb-disco-ssd-256gb-azul/p/196378007380;LENOVO;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.599.000
https://www.ktronix.com/computador-portatil-asus-vivobook-x-16-pulgadas-m1603qa-amd-ryzen-5-ram-16gb-disco-ssd-512-gb-plateado/p/4711081929666;ASUS;12 Meses;AMD R5;16 GB;Estado Solido SSD 512 GB;;;Windows;16 Pulgadas;2.999.000
https://www.ktronix.com/computador-portatil-acer-156-pulgadas-35ms-intel-ci3-ram-8gb-disco-ssd-256gb-verde/p/4711121378164;ACER;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 256 GB;;;Windows;15.6 Pulgadas;1.899.000
https://www.ktronix.com/computador-portatil-hp-14-pulgadas-dq2510la-intel-core-i3-ram-8gb-disco-ssd-512-gb-plateado/p/196786001239;HP;1 año;Intel Core I3;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;1.699.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-intel-core-i5-ram-8gb-disco-ssd-256gb-azul/p/196802801904;LENOVO;12 Meses;Intel Core I5;8 GB;Disco Duro HDD 256 GB;;;Windows;14 Pulgadas;1.999.000
https://www.ktronix.com/computador-portatil-hp-14-pulgadas-fq1012la-amd-ryzen-5-ram-12gb-disco-ssd-256-gb-plateado/p/197192433454;HP;12 Meses;AMD R5;12 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;2.049.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-amd-ryzen-3-ram-8gb-disco-ssd-512gb-azul/p/196802802123;LENOVO;12 Meses;AMD R3;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;1.749.000
https://www.ktronix.com/computador-portatil-asus-tuf-dash-156-pulgadas-fx517zc-intel-core-i5-ram-16gb-disco-ssd-512-gb-negro/p/4711081724360;ASUS;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 512 GB;GeForce RTX 3050;;Windows;15.6 Pulgadas;4.799.000
https://www.ktronix.com/computador-portatil-asus-vivobook-x-oled-156-pulgadas-x1503za-intel-core-i5-ram-12gb-disco-ssd-512-gb-azul/p/4711081893073;ASUS;12 Meses;Intel Core I5;12 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.699.000
https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-504y-intel-ci5-ram-8gb-disco-ssd-1tb-negro/p/4711121281501;ACER;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 1 TB;GeForce GTX 1650;4GB;Windows;15.6 Pulgadas;3.749.000
https://www.ktronix.com/computador-portatil-asus-14-pulgadas-x415ja-intel-core-i5-ram-8gb-disco-ssd-256-gb-plateado/p/4711081882527;ASUS;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.949.000
https://www.ktronix.com/computador-portatil-asus-156-pulgadas-x515ea-intel-core-i3-ram-8gb-disco-ssd-512-gb-gris/p/4711387145692;ASUS;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;1.799.000
https://www.ktronix.com/computador-portatil-gamer-victus-hp-161-pulgadas-d0504la-intel-core-i5-ram-8gb-disco-ssd-512-gb-azul-intenso/p/196337885110;HP;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;GeForce GTX 1650;4GB VRAM;Windows;16.1 Pulgadas;3.449.000
https://www.ktronix.com/macbook-air-13-pulgadas-mgn93la-a-chip-m1-ram-8gb-disco-estado-solido-256-gb-ssd-plata/p/194252425862;APPLE;12 Meses;APPLE M1;8 GB;Estado Solido SSD 256 GB;;;MacOS;13.3 Pulgadas;5.299.000
https://www.ktronix.com/computador-portatil-asus-tuf-gaming-f15-156-pulgadas-fx506lh-intel-core-i5-ram-8gb-disco-ssd-512-gb-negro/p/4711081724025;ASUS;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;GeForce GTX 1650;4GB GDDR6;Windows;15.6 Pulgadas;3.399.000
https://www.ktronix.com/computador-portatil-asus-vivobook-14-pulgadas-m1402ia-amd-r5-ram-8gb-disco-ssd-512-gb-plateado/p/4711081765417;ASUS;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;2.119.000
https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-53e7-intel-ci5-ram-8gb-disco-ssd-512gb-negro/p/4711121320873;ACER;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;GeForce RTX 3050;4GB DDR6;Windows;15.6 Pulgadas;4.099.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-amd-ryzen-5-ram-8gb-disco-ssd-512gb-azul/p/196802802000;LENOVO;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;2.119.000
https://www.ktronix.com/computador-portatil-acer-14-pulgadas-r01g-amd-r5-ram-8gb-disco-ssd-512gb-plateado/p/4711121324949;ACER;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;2.899.000
https://www.ktronix.com/computador-portatil-asus-vivobook-x-oled-156-pulgadas-m1503qa-amd-ryzen-5-ram-8gb-disco-ssd-512-gb-plateado/p/4711081833178;ASUS;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;2.999.000
https://www.ktronix.com/computador-portatil-asus-14-pulgadas-x415ja-intel-core-i3-ram-8gb-disco-ssd-256-gb-plateado/p/4711081929642;ASUS;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.599.000
https://www.ktronix.com/computador-portatil-hp-14-pulgadas-fq1004la-amd-r3-ram-8gb-disco-ssd-512-gb-plateado/p/196548546022;HP;12 Meses;AMD R3;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;1.769.000
https://www.ktronix.com/computador-portatil-hp-pavilion-156-pulgadas-eg0506la-intel-core-i5-ram-16gb-disco-ssd-512-gb-plateado/p/197029419071;HP;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.199.000
